id,transcript
247," Kalo kalian ingin ngasih trend Korean flash look, aku pengen coba buat itu hari ini, basic itu makeupnya kayak blush banget dan diberi itu lebih kayak bright. Ini aku udah beras makeup jadi tinggal pake blush sama liprodukan doang. Aku mau pake main number one favorite blush product yang aku pake sudah 5 tahun plus. Ini tuh blush dari Kersi. Aku mau pake siang classic the OG yang bulat ini. Ini mutrasi p-face blush yang mau napain classic yang pain tengah dia dulu tuh ini Rose Beach. Menut aku ini ada wana blush yang tidak pernah fail. Aku pake blush itu bagian, sandapy p-apu sama aku bahwa dikit katas idung. Katakan wana tuh kerosi warm pink? Satu lagi tuh not pitch dia lebih kalem warnanya. Next on to the lips, aku keserangan ngeliatkan ini. Lipnya itu lebih powdery matte lipstick. Jadi aku mau pake one of the most comfortable bullet matte lipstick. Ini cashmar lip secret concealer, dan kira-kira untuk blush kayak gini. Aku mau pake shade 1.0 dulu. Nggak aku ngapak lipbal, mano yang under eye lips. Texture itu very soft. Dan dia finish matte ini nombot texmi. Tapi di bagian, sini aku mau pake in. Kayak gini, teblendikit. Asumpah ini texurnya indah banget. Dimana berhasil nggak ini? Keren blush meka-tengah. Ini wana yang texmi? Ini saja gorgeous red color. Oke, aku mau love with this look. Menut aku ini look simple banget dan bikin kata lebih fresh. Taruh blushnya itu di bagian center sini. Terus 1 lipsnya itu yang penting bright. Nggak harus berapa juga. Cuman aku in love banget sama warnanya ini."
248," Kalo kalian ingin ngasih trend Korean flash look, aku pengen coba buat itu hari ini, basic itu makeupnya kayak blush banget dan diberi itu lebih kayak bright. Ini aku udah beras makeup jadi tinggal pake blush sama liprodukan doang. Aku mau pake main number one favorite blush product yang aku pake sudah 5 tahun plus. Ini tuh blush dari Kersi. Aku mau pake siang classic the OG yang bulat ini. Ini mutrasi p-face blush yang mau napain classic yang pain tengah dia dulu tuh ini Rose Beach. Menut aku ini ada wana blush yang tidak pernah fail. Aku pake blush itu bagian, sandapy p-apu sama aku bahwa dikit katas idung. Katakan wana tuh kerosi warm pink? Satu lagi tuh not pitch dia lebih kalem warnanya. Next on to the lips, aku keserangan ngeliatkan ini. Lipnya itu lebih powdery matte lipstick. Jadi aku mau pake one of the most comfortable bullet matte lipstick. Ini cashmar lip secret concealer, dan kira-kira untuk blush kayak gini. Aku mau pake shade 1.0 dulu. Nggak aku ngapak lipbal, mano yang under eye lips. Texture itu very soft. Dan dia finish matte ini nombot texmi. Tapi di bagian, sini aku mau pake in. Kayak gini, teblendikit. Asumpah ini texurnya indah banget. Dimana berhasil nggak ini? Keren blush meka-tengah. Ini wana yang texmi? Ini saja gorgeous red color. Oke, aku mau love with this look. Menut aku ini look simple banget dan bikin kata lebih fresh. Taruh blushnya itu di bagian center sini. Terus 1 lipsnya itu yang penting bright. Nggak harus berapa juga. Cuman aku in love banget sama warnanya ini."
249," Kalo kalian ingin ngasih trend Korean flash look, aku pengen coba buat itu hari ini, basic itu makeupnya kayak blush banget dan diberi itu lebih kayak bright. Ini aku udah beras makeup jadi tinggal pake blush sama liprodukan doang. Aku mau pake main number one favorite blush product yang aku pake sudah 5 tahun plus. Ini tuh blush dari Kersi. Aku mau pake siang classic the OG yang bulat ini. Ini mutrasi p-face blush yang mau napain classic yang pain tengah dia dulu tuh ini Rose Beach. Menut aku ini ada wana blush yang tidak pernah fail. Aku pake blush itu bagian, sandapy p-apu sama aku bahwa dikit katas idung. Katakan wana tuh kerosi warm pink? Satu lagi tuh not pitch dia lebih kalem warnanya. Next on to the lips, aku keserangan ngeliatkan ini. Lipnya itu lebih powdery matte lipstick. Jadi aku mau pake one of the most comfortable bullet matte lipstick. Ini cashmar lip secret concealer, dan kira-kira untuk blush kayak gini. Aku mau pake shade 1.0 dulu. Nggak aku ngapak lipbal, mano yang under eye lips. Texture itu very soft. Dan dia finish matte ini nombot texmi. Tapi di bagian, sini aku mau pake in. Kayak gini, teblendikit. Asumpah ini texurnya indah banget. Dimana berhasil nggak ini? Keren blush meka-tengah. Ini wana yang texmi? Ini saja gorgeous red color. Oke, aku mau love with this look. Menut aku ini look simple banget dan bikin kata lebih fresh. Taruh blushnya itu di bagian center sini. Terus 1 lipsnya itu yang penting bright. Nggak harus berapa juga. Cuman aku in love banget sama warnanya ini."
250," Kalo kalian ingin ngasih trend Korean flash look, aku pengen coba buat itu hari ini, basic itu makeupnya kayak blush banget dan diberi itu lebih kayak bright. Ini aku udah beras makeup jadi tinggal pake blush sama liprodukan doang. Aku mau pake main number one favorite blush product yang aku pake sudah 5 tahun plus. Ini tuh blush dari Kersi. Aku mau pake siang classic the OG yang bulat ini. Ini mutrasi p-face blush yang mau napain classic yang pain tengah dia dulu tuh ini Rose Beach. Menut aku ini ada wana blush yang tidak pernah fail. Aku pake blush itu bagian, sandapy p-apu sama aku bahwa dikit katas idung. Katakan wana tuh kerosi warm pink? Satu lagi tuh not pitch dia lebih kalem warnanya. Next on to the lips, aku keserangan ngeliatkan ini. Lipnya itu lebih powdery matte lipstick. Jadi aku mau pake one of the most comfortable bullet matte lipstick. Ini cashmar lip secret concealer, dan kira-kira untuk blush kayak gini. Aku mau pake shade 1.0 dulu. Nggak aku ngapak lipbal, mano yang under eye lips. Texture itu very soft. Dan dia finish matte ini nombot texmi. Tapi di bagian, sini aku mau pake in. Kayak gini, teblendikit. Asumpah ini texurnya indah banget. Dimana berhasil nggak ini? Keren blush meka-tengah. Ini wana yang texmi? Ini saja gorgeous red color. Oke, aku mau love with this look. Menut aku ini look simple banget dan bikin kata lebih fresh. Taruh blushnya itu di bagian center sini. Terus 1 lipsnya itu yang penting bright. Nggak harus berapa juga. Cuman aku in love banget sama warnanya ini."
251," Kalo kalian ingin ngasih trend Korean flash look, aku pengen coba buat itu hari ini, basic itu makeupnya kayak blush banget dan diberi itu lebih kayak bright. Ini aku udah beras makeup jadi tinggal pake blush sama liprodukan doang. Aku mau pake main number one favorite blush product yang aku pake sudah 5 tahun plus. Ini tuh blush dari Kersi. Aku mau pake siang classic the OG yang bulat ini. Ini mutrasi p-face blush yang mau napain classic yang pain tengah dia dulu tuh ini Rose Beach. Menut aku ini ada wana blush yang tidak pernah fail. Aku pake blush itu bagian, sandapy p-apu sama aku bahwa dikit katas idung. Katakan wana tuh kerosi warm pink? Satu lagi tuh not pitch dia lebih kalem warnanya. Next on to the lips, aku keserangan ngeliatkan ini. Lipnya itu lebih powdery matte lipstick. Jadi aku mau pake one of the most comfortable bullet matte lipstick. Ini cashmar lip secret concealer, dan kira-kira untuk blush kayak gini. Aku mau pake shade 1.0 dulu. Nggak aku ngapak lipbal, mano yang under eye lips. Texture itu very soft. Dan dia finish matte ini nombot texmi. Tapi di bagian, sini aku mau pake in. Kayak gini, teblendikit. Asumpah ini texurnya indah banget. Dimana berhasil nggak ini? Keren blush meka-tengah. Ini wana yang texmi? Ini saja gorgeous red color. Oke, aku mau love with this look. Menut aku ini look simple banget dan bikin kata lebih fresh. Taruh blushnya itu di bagian center sini. Terus 1 lipsnya itu yang penting bright. Nggak harus berapa juga. Cuman aku in love banget sama warnanya ini."
252," Kalo kalian ingin ngasih trend Korean flash look, aku pengen coba buat itu hari ini, basic itu makeupnya kayak blush banget dan diberi itu lebih kayak bright. Ini aku udah beras makeup jadi tinggal pake blush sama liprodukan doang. Aku mau pake main number one favorite blush product yang aku pake sudah 5 tahun plus. Ini tuh blush dari Kersi. Aku mau pake siang classic the OG yang bulat ini. Ini mutrasi p-face blush yang mau napain classic yang pain tengah dia dulu tuh ini Rose Beach. Menut aku ini ada wana blush yang tidak pernah fail. Aku pake blush itu bagian, sandapy p-apu sama aku bahwa dikit katas idung. Katakan wana tuh kerosi warm pink? Satu lagi tuh not pitch dia lebih kalem warnanya. Next on to the lips, aku keserangan ngeliatkan ini. Lipnya itu lebih powdery matte lipstick. Jadi aku mau pake one of the most comfortable bullet matte lipstick. Ini cashmar lip secret concealer, dan kira-kira untuk blush kayak gini. Aku mau pake shade 1.0 dulu. Nggak aku ngapak lipbal, mano yang under eye lips. Texture itu very soft. Dan dia finish matte ini nombot texmi. Tapi di bagian, sini aku mau pake in. Kayak gini, teblendikit. Asumpah ini texurnya indah banget. Dimana berhasil nggak ini? Keren blush meka-tengah. Ini wana yang texmi? Ini saja gorgeous red color. Oke, aku mau love with this look. Menut aku ini look simple banget dan bikin kata lebih fresh. Taruh blushnya itu di bagian center sini. Terus 1 lipsnya itu yang penting bright. Nggak harus berapa juga. Cuman aku in love banget sama warnanya ini."
253," Gak bener banget nih Tony, ah! Pandanya masih di tuci saat. Saat poin! Sampai ke kulit kepang lainnya. Terus mau beblow, bagian akarnya dulu dinaykin ke atas pakai hadri yang panas yang bisa di ator, ini gua pakai yang sedang aja guys. Ini udah stengah matang, biar dia nggak terlalu ngebang. Karena saatnya untuk ditari ke bawah dan hadri-hadri dari atas. Bagian bawahnya diputir-putir kayak gini. Han terjadi ulangnya sekali lagi. Nah, ya kan ke atas, apa lagi ke bawah? Kalau udah di blow kayak gini, disajaknya ini Tony, tahan 2-3 hari, tergantung ke jatan masih masing, oke? Jangan lupa diset, dan siar video nya."
254," Jadi berenpuan itu Ya deh, jadi berenpuan itu serah banget Etapin juga penutantangan Harus kuat kerja keras Tampil cantik sabar Glowing all in one package Tampil, tampil, bagus Dan di balik itu semua Gue percaya sih setiap berenpuan tupunya Kehebatannya masing-masing Nostal ya dikit nih Dari kecil, gue kalo beli tabun Laks aja mikir-mikir Tidak nonton iklannya di TV Yang ada tuh selalu Atak jup gila Keren banget ya mereka Dan akhirnya gue bisa jadi Newsnya Laks 100 Years Tunggal guys, dari jam 6 pagi nih Gue udah make up, tek shoot lancer Belakan propertisatnya tuh diatur Biar pas buat gue Udah gitu, bisa satu sinbarang erik-arikardo Dela kelarisa Dan woman crush gue Luna, Maya OMG, sejakap itu dan super humble Definisi kiwa alpha Karena walaupun dihantam banyak cobahan Tapi tetap di sap bersinar Achan take dan berdiri sendiri Inspirational banget ya kan Dan yang contik, jangan sabar ketinggalan"
255," Take a look at my compaction makeup dulu First is now Nah, cara aku achieve completion of flawless Itu dengan pake foundation yang ringan Tapi tetap ada coverage dan bisa dibil Tahu satu foundation yang masuk ke tegori itu Buat aku itu contohnya ini Maybe yang super style lumayan matte foundation Reda itu ada 12 shade Plus satu shade baru yang nomok 118 Shia takutu 118 Karena kulit aku itu neutral undertone First, make sure kulitnya itu udah di prepnya Kuda prep kulit aku Pakunya harus hydrated in that kulitnya Jangan lupa di shade dulu Befor use karena dia lumayan liquidy teksturnya Karena aku akan tarot sepam aja dulu Dan aku akan pake brush yang kayak gini Ya dia disetuluh di sini In kuda-kul lebih enak di kulit Itu kita belainin pake sponge Ini aku pake cuman layer tip-fiss Tapi dia bisa kelihatan Ini imprefaction aku jolbik kelihatan Nerefbensi ini Luka itu natural banget Tapi tetap ada coveragenya Dan rasanya itu ringan banget Kutambuin satu thin layer lagi Ini finishnya aku nggak pake concealer sama sekali Dan belum pake bedak Sesuai namanya dia lumimet Jadi kemysengat lebih ke saatin finishnya Dan pas udah nge-se tu udah ngelangkat Jadi kalo misalkan puter ring banget Tengah suka pake bedak Ini menutaku salah satu foundation Yang bisa dipake tanpa diset pake bedak Jadi ini finish lu Karena lihat bertapa, flawlessnya kulit aku Karena ini kan claimnya itu long wearing up to 30 hours Dan dia transfer pu Kata-kah claimnya legit So untuk lagi nyari foundationnya verso tal Yang finishnya itu kayak gini Nodem pu Dan coverage itu bisa dibilk Aku kena kawan kan coba ini"
256," Benar-benar pengen pakai knit ini, tapi diluruh tuh ke panas juay. Oke, kita selalap aja jadi lebih soalnya kok ya. Wow! Terkebul akan bagian tangannya di kebelakangin terus di kembali. Bagian depannya tinggal di ikut. Masukin ke dalam, sampai ini yang kembungat di tengah-tengahnya. Serapi rapi-rape hid deh. Gimana lo lebih suka yang tertutup? Apa yang tertutup?"
257," Pakejingnya, um, nguanginya, um, hi! Ikutin gue kebutnya Lux di Jakarta X Beauty 2025. Happy anniversary yang ke 100 Lux. Percaya ga sih Lux udah seabat nemenin para Chiwi-Ciwi penuh mimpi kayak aku, biar bisa tampil pede, buangi, dan glowing. Special banget lagi, disini ada Luxentuary. 100 tahun dari fragrance, jadi lo bisa nostalgia sama 50 varian sabun Lux dari tahun ketahun. Pakejingnya, um, nguanginya, um! Benda-benda bikin kangan masak kecil dulu. Dan masih kayak mimpi gue bisa jadi bagian dari bintang Lux sekarang. Ini, ada 4 Pakejing Limited Edition terbaru dari Lux, magical orchid. Cantik banget! Exclusive, cuma ada disini aja sayang. Wanyinya meva, kehan lama, dan bikin kulit lembut disini banyak promo gokyo. Lo bisa tukar botol sabun posong, dan dapetin Lux Limited Edition POM. Lanjut, Defendini gue juga ada talk show barang sama Emil Mario. Lo talk show sambil ikutan workshop di iY body wash. Jadi, kita bisa bikin sabun sendiri, dan bisa milih wangi favoritong. Eh yang di luar kota, jangan sama di karnak gue juga ikutan live streaming ya nih. 100 tahun Lux ini berhasil bukti, imkala merawat kulit-bukan cuma cantik, tapi juga percaya diri. Thank you Lux, udah jadi bagian hidup banyak perempuan Indonesia. Cheers to the next 100 years yang lebih wangi dan empowering!"
258," Kalian masih merasa ada yang kurang, desi dari maka aku pada el disini aku udah pakai soblens. Ya sebenarnya, banyak kurangnya di bulu mata, disini aku gak pakai maskaara atau pun ai-layas, makanya kayak ada yang kurang gitu. Dan kalinya aku nge-pake elisus dari emlen dari... Aku pake elisilaisus dari seharus yang paling gugu-gugu, sempar ini cepat banget. Juga aku udah dapat penjepit bulu mata-nya, pet lesbun dan removernya sekaligus tv-slamnya juga, mengkap dengan leshan-boknya juga. Dan untuk carapaknya ini gampang banget, pertama jepit dulu, mulut matanya sampai dialen-tikai jingung. Itu pakai lesbunnya kayak kita pakai maskaara. Dari sini, kalau semuanya merata. Dan disini udah ada 3 bagian untuk inner middle dan juga oh, Gak ambil lesnya menggunakan tweesnya. Dan terpelkan satu-peresatuk kayak gini-jurus sih ini efortus banget. Satsat dan gak banyak makan waktu. Ini kalian sih, nih, untuk before denang sernya keliatan beda, tapi masih natural banget. Jantik banget, ini kayak bulu mata asli yang pakai maskaara. Dia hasilnya, selalu aku pake di kedua-mataku, jujur ini cakap banget. Jamnya menurut aku sergini pas banget, gak terlalu panjang, gak terlalu pendek. Masui keliatan natural, tapi cakap banget, sumpah diari-arangan banget. Aku gak berasa pakai lesa maskaali, itu nyaman banget dipakanya. Dia gak berasa nusuk-nusuk, gak peri di matang, gak berasa gajal pokoknya. Bias banget, kalian harus cobain sih. Tunggu apa lagi sih, hih, buruan samaan sekarang juga."
259, Guys aku happy banget karena kali ini aku baru aja beli soblens baru ya ini dia hasilnya setelah aku pakai warnanya cantik banget tapi wait wait wait kok agak beras segeganya man gitu ya yang main perih dan gengel banget dan aku lihat disini dia nggak ada nomor AKL nya ya yang dia sublin soblens abil ah beli soblens oh udah kayak gini ga usah dipakit kita cari yang nama-nama aja yang paling pakai dari luft bubble aja ya dia udah approve baik ke mangas air dia udah jelas ada info nomor AKL dan disini aku punya dua warna yang bakalan aku trai on dua-duanya aku untuk yang pertama ini adalah warna ada intimisti ya itu warna nya lebih kegril di pas dipakit asalnya kayak gini cakap banget ya tanah natural dan galobai sama sekali dan ini yang untuk warnanya serapi karamel nya kalau ini warnanya lebih keberalung yang nggak kelah cakap dong sama yang tadi dan jujur aku suka banget sama warna yang ini kalian sadar ya sih kalau warna soblens yang itu matching banget sama outfit yang aku pakai ini yang untuk berbandingan kedua warna nya dimata aku semuanya sama sama cantik sih dan yang jelas dia nyaman banget dipakitnya dan udah terjemin apa buat kalian yang masih nggak nyaman pakai soblens udah saatnya sih kalian berali ke luft bubble kalian bisa cek otik keren jakan inkel
